# Undirected graph (each unordered pair of nodes is saved once): graph.txt
# Undirected Erdos-Renyi random graph.
# Nodes: 1000 Edges: 5000
# NodeId	NodeId
29	842
30	304
30	336
30	622
30	666
30	703
30	706
30	895
30	949
31	56
31	97
31	164
31	185
31	324
31	366
31	441
31	670
31	690
31	776
31	790
31	798
32	180
32	248
32	346
32	531
32	550
32	648
32	666
32	717
32	722
32	772
32	790
32	863
33	180
33	273
33	366
33	379
33	397
33	415
33	432
33	493
33	545
33	727
33	787
33	842
33	884
33	885
33	892
34	471
34	503
34	579
34	807
35	44
35	156
35	332
35	358
35	455
35	648
35	650
35	804
35	818
35	841
35	941
36	66
36	176
36	270
36	588
36	754
36	816
36	833
36	838
36	961
37	455
37	476
37	494
37	907
37	910
37	917
38	114
38	240
38	301
38	355
38	395
38	435
38	551
38	788
38	796
38	861
38	931
38	971
39	99
39	401
39	602
39	690
39	750
39	941
40	351
40	375
40	443
40	620
40	722
40	738
40	842
40	939
41	348
41	396
41	567
41	732
41	789
41	952
42	64
42	160
42	176
42	358
42	380
42	398
42	518
42	653
42	811
43	46
43	78
43	140
43	163
43	506
43	508
43	513
43	554
43	598
43	600
43	793
43	801
43	807
43	940
43	948
44	94
44	141
44	165
44	201
44	241
44	272
44	283
44	383
44	394
44	638
44	747
45	248
45	335
45	348
45	437
45	556
45	620
46	266
46	421
46	652
46	884
46	908
46	975
46	978
47	194
47	262
47	301
47	376
47	405
47	495
47	536
47	579
47	740
48	234
48	289
48	300
48	460
48	481
48	522
48	581
48	619
48	716
48	763
48	796
48	938
48	939
49	109
49	140
49	335
49	420
49	464
49	546
49	582
49	617
49	675
49	717
49	969
50	105
50	245
50	267
50	518
50	632
50	660
50	699
50	738
50	792
50	840
50	868
50	977
51	58
51	149
51	518
51	609
51	627
51	765
51	889
51	993
52	77
52	316
52	336
52	480
52	572
52	578
52	754
52	759
52	819
52	931
53	158
53	238
53	284
53	492
53	599
53	926
53	927
54	67
54	283
54	354
54	566
54	854
54	895
55	189
55	349
55	535
55	546
55	906
56	313
56	565
56	605
56	842
56	952
57	75
57	131
57	266
57	422
57	459
57	505
57	778
57	788
58	160
58	165
58	212
58	243
58	514
58	678
58	749
58	764
58	878
58	984
58	991
59	68
59	163
59	271
59	420
59	467
59	709
59	774
59	789
59	890
60	75
60	144
60	260
60	322
60	360
60	534
60	547
60	636
60	738
60	994
61	246
61	388
61	513
61	665
61	786
61	789
61	854
62	64
62	160
62	242
62	355
62	484
62	546
62	633
62	768
62	817
62	874
63	180
63	233
63	247
63	670
63	856
64	157
64	334
64	700
64	777
64	806
64	970
65	88
65	101
65	175
65	239
65	362
65	563
65	662
65	837
65	875
65	882
65	930
65	965
66	218
66	282
66	294
66	324
66	784
66	926
67	176
67	208
67	308
67	389
67	429
67	472
67	577
67	625
68	174
68	294
68	401
68	515
68	525
68	602
68	641
68	788
68	833
68	890
69	85
69	94
69	243
69	250
69	323
69	363
69	397
69	414
69	656
69	874
69	944
70	363
70	403
70	470
70	489
70	495
70	562
70	916
70	939
70	945
71	366
71	470
71	482
71	505
72	196
72	200
72	308
72	369
72	437
72	747
72	984
73	202
73	241
73	285
73	387
73	519
73	642
73	679
73	951
73	990
74	140
74	150
74	230
74	305
74	314
74	335
74	346
74	484
74	699
74	755
74	804
74	815
74	843
74	864
74	929
74	967
75	284
75	353
75	406
75	761
75	901
76	92
76	314
76	416
76	450
76	478
76	528
76	568
76	807
76	867
76	872
76	909
77	229
77	395
77	413
77	513
77	857
77	888
78	125
78	265
78	409
78	501
78	509
78	531
78	550
78	564
78	569
78	627
78	630
78	633
78	644
78	717
79	178
79	194
79	268
79	295
79	324
79	540
79	548
79	654
79	746
80	227
80	343
80	370
80	646
80	784
80	918
80	956
81	209
81	214
81	352
81	358
81	476
81	491
81	593
81	727
81	774
81	806
81	826
81	870
81	953
82	102
82	130
82	164
82	258
82	321
82	399
82	437
82	682
82	741
82	748
82	892
82	948
83	86
83	241
83	290
83	436
83	495
83	709
83	714
83	765
83	811
83	838
83	848
83	854
83	971
83	972
83	990
84	318
84	343
84	878
84	951
84	999
85	100
85	111
85	175
85	260
85	349
85	450
85	686
85	711
85	761
85	819
85	912
86	205
86	322
86	377
86	504
86	530
86	621
86	906
87	117
87	158
87	301
87	512
87	578
87	628
87	675
87	794
87	895
87	899
87	995
88	94
88	279
88	406
88	419
88	713
88	838
88	841
88	862
88	870
89	282
89	299
89	558
89	565
89	600
89	790
90	199
90	245
90	422
90	505
90	551
90	578
90	777
91	108
91	143
91	149
91	200
91	268
91	361
91	555
91	611
91	654
91	682
91	704
91	857
91	932
92	313
92	398
92	459
92	615
92	634
92	812
92	821
92	932
92	971
92	988
93	150
93	158
93	215
93	289
93	299
93	428
93	498
93	685
93	705
94	139
94	219
94	457
94	466
94	944
95	189
95	217
95	374
95	438
95	510
95	570
95	632
95	716
95	721
95	873
95	881
95	946
96	127
96	362
96	492
96	494
96	517
96	567
96	878
97	189
97	238
97	267
97	346
97	571
97	665
97	678
97	796
97	909
97	923
98	142
98	223
98	301
98	716
98	765
98	865
99	150
99	327
99	375
99	598
99	601
99	688
99	725
99	752
99	767
99	853
99	855
99	948
99	972
100	193
100	271
100	509
100	517
100	566
100	845
100	921
101	124
101	344
101	523
101	585
101	729
101	852
101	897
101	958
102	570
102	831
102	971
102	989
103	167
103	236
103	448
103	863
103	914
103	924
104	318
104	369
104	504
104	736
104	791
104	888
105	248
105	274
105	277
105	287
105	304
105	315
105	399
105	463
105	475
105	477
105	593
105	856
105	896
106	120
106	249
106	287
106	292
106	294
106	374
106	416
106	454
106	468
106	486
106	612
106	738
106	747
106	892
107	170
107	213
107	231
107	254
107	531
107	664
107	742
107	806
107	976
108	126
108	581
108	596
108	715
108	731
108	749
108	843
108	950
109	322
109	401
109	555
109	607
109	745
109	833
109	846
109	856
110	362
110	406
110	408
110	683
110	769
110	783
110	806
110	833
110	906
111	313
111	429
111	582
111	601
111	689
111	759
112	336
112	386
112	621
112	876
112	914
112	927
113	172
113	202
113	381
113	420
113	524
113	553
113	667
113	732
113	746
113	850
113	906
113	913
113	968
114	151
114	162
114	244
114	417
114	648
114	738
114	822
114	953
114	980
115	367
115	480
115	481
115	567
115	612
115	666
115	819
115	862
116	197
116	305
116	313
116	358
116	398
116	468
116	476
116	549
116	663
116	678
116	701
116	746
116	862
116	900
116	992
117	122
117	160
117	228
117	552
117	582
117	625
117	642
117	840
118	199
118	621
118	629
118	706
118	729
118	738
118	813
118	978
119	171
119	322
119	332
119	338
119	547
119	661
119	678
119	681
119	986
120	176
120	390
120	433
120	782
120	824
120	897
120	900
120	978
120	979
121	192
121	267
121	338
121	405
121	458
121	635
121	832
122	385
122	587
122	598
122	610
122	633
122	702
122	745
123	284
123	337
123	404
123	419
123	469
123	491
123	688
123	892
124	168
124	202
124	282
124	672
124	789
124	827
125	143
125	187
125	231
125	258
125	531
125	589
126	201
126	290
126	779
126	996
127	150
127	201
127	233
127	327
127	503
127	508
127	665
127	708
127	753
127	797
127	812
127	925
128	212
128	245
128	367
128	555
128	573
128	804
128	928
128	954
128	997
129	251
129	449
129	718
129	793
129	903
129	928
129	934
129	984
130	191
130	292
130	322
130	388
130	475
130	608
130	618
130	719
130	772
130	846
130	912
130	994
131	252
131	269
131	285
131	532
131	563
131	595
131	882
131	943
131	949
132	171
132	183
132	387
132	564
132	586
132	606
132	633
132	745
132	854
132	894
132	939
133	240
133	378
133	418
133	621
133	931
134	160
134	265
134	357
134	460
134	530
134	555
134	695
134	779
134	873
134	946
135	171
135	320
135	327
135	407
135	425
135	516
135	535
135	658
135	707
135	762
135	854
135	951
135	967
135	985
136	232
136	259
136	359
136	387
136	488
136	591
136	621
137	159
137	354
137	388
137	462
137	477
137	507
137	553
137	603
137	721
137	932
137	938
138	360
138	411
138	483
138	510
138	678
138	722
138	743
138	751
138	791
138	835
138	841
139	180
139	290
139	337
139	403
139	462
139	737
139	809
139	810
139	899
139	926
139	975
140	178
140	231
140	307
140	367
140	432
140	466
140	487
140	634
140	842
140	888
140	892
140	893
140	912
140	987
141	319
141	350
141	351
141	476
141	501
141	528
141	668
141	799
141	830
141	964
142	317
142	339
142	463
142	567
142	628
142	717
142	849
142	879
142	888
143	315
143	362
143	663
143	731
143	774
143	821
143	927
143	949
143	982
144	359
144	411
144	482
144	697
144	715
144	813
144	844
144	940
145	285
145	411
145	416
145	569
145	733
145	802
145	892
145	941
145	983
146	365
146	475
146	769
146	806
146	853
146	976
147	150
147	165
147	191
147	247
147	521
147	631
147	655
147	688
147	987
148	150
148	485
148	741
148	773
148	943
148	997
149	153
149	557
149	704
149	748
149	757
149	779
149	969
150	168
150	174
150	235
150	605
150	709
150	752
150	767
150	881
151	303
151	735
151	737
151	775
151	847
151	963
151	970
152	289
152	322
152	525
152	535
152	546
152	574
152	588
152	606
152	630
152	745
152	762
152	822
152	874
152	902
153	265
153	275
153	361
153	366
153	533
153	787
153	803
154	162
154	212
154	417
154	451
154	513
154	632
155	355
155	714
155	719
155	732
155	848
155	906
156	239
156	306
156	370
156	440
156	684
156	792
156	846
156	947
157	158
157	186
157	212
157	246
157	378
157	424
157	489
157	517
157	566
157	572
157	666
157	732
157	946
157	957
158	313
158	420
158	438
158	444
158	472
158	485
158	666
158	787
158	838
158	899
159	399
159	489
159	499
159	845
159	925
160	278
160	293
160	343
160	350
160	611
160	766
160	868
160	882
160	987
161	206
161	338
161	407
161	473
161	672
161	692
161	759
161	915
162	194
162	640
162	653
162	713
162	757
162	858
162	908
163	199
163	307
163	459
163	512
163	547
163	672
163	738
163	849
163	876
163	911
163	985
164	391
164	427
164	708
164	724
164	767
164	915
164	984
165	221
165	598
165	622
165	720
165	770
165	817
165	822
165	898
165	913
166	212
166	408
166	460
166	484
166	702
166	809
166	980
166	995
167	203
167	297
167	304
167	436
167	531
167	560
167	668
167	782
167	827
167	864
167	976
168	241
168	423
168	432
168	478
168	579
168	661
168	747
168	827
169	433
169	626
169	629
169	671
169	772
169	939
170	274
170	335
171	348
171	371
171	382
171	410
171	500
171	632
171	786
171	800
171	886
171	956
172	207
172	420
172	522
172	528
172	600
172	813
172	823
172	901
172	926
173	251
173	344
173	357
173	409
173	528
173	652
173	659
173	744
173	911
174	197
174	205
174	217
174	320
174	478
174	509
174	594
174	637
174	711
174	729
174	919
175	278
175	295
175	425
175	472
175	560
175	571
175	680
175	701
175	713
175	763
175	779
175	807
175	810
176	183
176	222
176	235
176	292
176	421
176	504
176	660
176	709
176	773
176	870
177	256
177	284
177	309
177	466
177	472
177	510
177	588
177	882
177	956
178	237
178	246
178	319
178	485
178	585
178	663
178	697
178	700
179	201
179	267
179	314
179	329
179	519
179	855
179	945
180	256
180	322
180	445
180	486
180	546
180	606
180	750
180	774
180	782
180	788
180	839
181	228
181	272
181	435
181	447
181	577
181	626
181	654
181	662
181	677
181	681
181	737
181	825
181	968
182	197
182	236
182	246
182	261
182	275
182	291
182	318
182	413
182	421
182	695
182	719
182	756
182	824
182	935
183	217
183	221
183	267
183	466
183	611
183	878
183	967
184	217
184	568
184	724
184	925
185	416
185	433
185	472
185	582
185	659
185	756
185	933
185	962
186	375
186	377
186	394
186	563
186	645
187	283
187	321
187	377
187	432
187	836
187	953
188	264
188	431
188	476
188	504
188	584
188	588
188	681
188	759
188	790
188	802
189	193
189	292
189	357
189	388
189	518
189	538
189	579
189	664
189	673
189	790
189	820
189	871
189	897
190	285
190	508
190	597
190	670
190	748
191	417
191	458
191	518
191	613
191	628
191	794
191	883
192	248
192	250
192	277
192	380
192	454
192	469
192	649
193	214
193	467
193	890
194	308
194	500
194	540
194	585
194	854
194	941
194	996
195	341
195	535
195	635
195	672
195	702
195	902
196	223
196	249
196	402
196	767
196	782
196	827
196	877
196	980
197	220
197	520
197	568
197	628
197	631
197	877
198	571
198	588
198	705
198	763
198	900
198	977
198	989
199	428
199	469
199	570
199	705
199	789
199	895
200	263
200	273
200	434
200	468
200	743
201	231
201	270
201	432
201	559
201	600
201	732
201	935
202	433
202	513
202	965
202	971
202	991
203	331
203	426
203	537
203	678
203	711
203	736
203	798
204	218
204	227
204	435
204	551
204	557
204	706
204	811
205	220
205	256
205	349
205	459
205	542
205	632
205	716
205	730
205	740
205	773
205	856
206	250
206	379
206	440
206	469
206	646
206	663
206	935
206	955
207	327
207	404
207	406
207	504
207	528
207	588
207	628
207	673
207	781
207	866
207	868
207	876
207	944
207	947
208	297
208	307
208	312
208	395
208	608
208	661
208	666
208	696
208	874
208	901
208	946
209	248
209	253
209	256
209	338
209	401
209	551
209	655
209	662
209	853
209	929
209	947
209	955
210	285
210	437
210	445
210	547
210	564
210	659
210	665
210	680
210	683
210	691
210	810
210	819
210	850
210	859
210	926
210	986
211	225
211	387
211	420
211	483
211	572
211	637
211	656
211	830
211	852
212	242
212	265
212	296
212	357
212	442
212	507
212	609
212	761
212	885
212	893
212	973
213	225
213	326
213	329
213	469
213	488
213	682
213	775
214	300
214	302
214	344
214	435
214	736
214	893
214	933
215	217
215	379
215	414
215	508
215	877
215	956
215	992
216	348
216	359
216	730
216	744
216	836
216	951
217	226
217	415
217	433
217	447
217	937
217	941
217	991
218	515
218	594
218	799
218	918
218	978
218	982
219	359
219	490
219	607
219	655
219	667
219	841
219	926
219	943
219	976
220	383
220	401
220	587
220	670
220	724
220	835
220	868
221	283
221	291
221	305
221	310
221	398
221	407
221	517
221	606
221	626
221	765
221	768
221	792
221	863
222	229
222	293
222	308
222	403
222	414
222	436
222	472
222	635
222	658
222	664
222	674
222	716
222	820
222	897
223	468
223	476
223	497
223	549
223	828
223	933
224	344
224	499
224	611
224	631
224	761
224	781
224	883
225	269
225	367
225	576
225	582
225	607
225	611
225	846
225	847
226	416
226	442
226	443
226	550
226	597
226	825
227	286
227	357
227	368
227	437
227	615
227	734
227	760
227	781
227	883
227	907
227	942
228	248
228	322
228	370
228	416
228	433
228	670
228	687
228	708
228	731
228	869
228	924
229	234
229	406
229	552
229	587
229	659
229	706
229	726
229	752
230	240
230	282
230	339
230	389
230	472
230	556
230	570
230	818
230	912
231	290
231	487
231	623
231	963
232	330
232	457
232	476
232	540
232	831
232	901
233	248
233	349
233	364
233	368
233	488
233	568
233	810
233	996
234	313
234	354
234	417
234	426
234	441
234	452
234	533
234	637
234	647
234	704
234	786
234	809
235	295
235	364
235	416
235	481
235	821
235	848
235	859
235	919
236	496
236	602
236	622
236	714
236	892
236	920
236	953
236	955
237	253
237	314
237	335
237	337
237	361
237	399
237	456
237	474
237	503
237	571
237	606
237	738
237	896
238	285
238	458
238	614
238	627
238	659
238	781
238	902
239	269
239	294
239	329
239	330
239	393
239	466
239	555
239	591
239	819
239	836
239	918
240	290
240	379
240	417
240	450
240	484
240	508
240	560
240	631
240	752
240	925
240	959
241	246
241	342
241	367
241	437
241	538
241	711
241	718
241	867
241	901
241	958
242	303
242	359
242	535
242	609
242	661
242	667
243	467
243	687
244	286
244	382
244	599
244	694
244	785
244	836
244	846
244	910
244	952
245	316
245	340
245	390
245	391
245	426
245	456
245	536
245	580
245	751
245	784
245	916
245	966
245	977
246	268
246	335
246	360
246	453
246	460
246	488
246	533
246	550
246	644
246	786
246	996
247	254
247	594
247	619
247	670
247	796
247	965
247	998
248	295
248	315
248	595
248	602
248	634
248	641
248	696
248	698
248	782
249	265
249	280
249	406
249	486
249	783
250	264
250	321
250	426
250	473
250	508
250	659
250	845
250	934
251	331
251	442
251	557
251	648
251	677
251	736
251	778
251	858
252	469
252	479
252	535
252	696
252	902
253	311
253	364
253	420
253	447
253	559
253	561
253	709
253	713
253	751
253	775
253	815
253	848
253	856
253	938
254	349
254	385
254	412
254	624
254	716
254	721
254	854
255	258
255	300
255	311
255	443
255	516
255	847
255	867
255	893
255	971
256	327
256	641
256	827
257	405
257	665
257	729
257	805
257	866
257	878
258	266
258	316
258	451
258	477
258	611
258	649
258	684
258	878
259	348
259	420
259	573
259	580
259	707
259	767
259	815
259	975
260	290
260	301
260	455
260	508
260	624
260	765
260	791
260	938
260	947
261	378
261	451
261	532
261	713
261	751
261	814
261	929
262	404
262	511
262	529
262	888
262	892
262	901
262	953
263	734
263	894
263	966
263	977
263	987
264	500
264	565
264	690
264	751
264	777
265	281
265	386
265	408
265	439
265	478
265	501
265	518
265	546
265	637
265	678
265	695
265	754
265	803
265	826
265	831
265	866
265	868
265	984
266	312
266	415
266	418
266	454
266	469
266	564
266	638
266	762
266	772
266	826
266	942
266	971
266	983
267	366
267	449
267	506
267	554
267	638
267	641
267	646
267	869
268	392
268	486
268	501
268	751
268	833
268	885
268	886
268	889
268	902
268	906
268	933
269	290
269	425
269	470
269	477
269	526
269	569
269	638
269	686
269	693
270	278
270	325
270	504
270	585
270	616
270	633
270	932
271	299
271	368
271	403
271	433
271	435
271	723
271	792
272	349
272	555
272	709
272	874
273	386
273	423
273	672
273	740
273	972
274	280
274	311
274	340
274	662
274	666
274	683
274	694
274	780
274	804
275	411
275	704
275	934
276	278
276	500
276	524
276	540
276	549
276	698
276	827
276	843
276	856
276	860
277	324
277	423
277	611
277	691
277	693
277	735
277	738
277	758
277	940
277	951
277	990
278	354
278	504
278	596
278	608
278	716
278	774
278	798
278	832
278	840
278	859
278	980
278	985
279	562
279	593
279	660
279	753
279	850
279	871
280	309
280	439
280	525
280	549
280	643
280	735
280	778
280	812
281	289
281	449
281	463
281	540
281	609
281	807
281	830
281	837
281	968
282	294
282	436
282	620
283	344
283	372
283	421
283	456
283	864
283	889
284	508
284	521
284	584
284	753
284	805
284	827
284	967
284	977
284	980
285	355
285	470
285	749
285	805
286	303
286	321
286	542
286	579
286	667
286	671
286	783
286	900
286	956
286	991
287	359
287	384
287	611
287	654
287	750
287	785
287	885
288	304
288	345
288	347
288	425
288	474
288	605
288	623
288	960
289	385
289	636
289	736
289	738
289	742
289	767
289	818
290	365
290	519
290	595
290	689
290	739
290	797
290	866
290	892
290	895
290	898
290	900
290	974
291	349
291	482
291	493
291	496
291	548
291	588
291	818
291	839
291	883
292	335
292	517
292	535
292	956
292	991
293	416
293	440
293	529
293	539
293	687
293	745
293	815
293	929
293	992
294	444
294	609
294	631
294	707
294	769
294	891
294	972
295	577
295	613
295	658
295	691
295	748
295	963
296	352
296	358
296	425
296	459
296	660
296	685
296	777
296	797
296	867
296	967
297	344
297	479
297	630
297	646
297	656
297	674
297	738
297	843
297	865
298	359
298	423
298	525
298	650
298	733
299	329
299	442
299	520
299	607
299	633
299	853
299	952
300	389
300	458
300	503
300	662
300	684
300	689
300	735
300	745
300	860
300	957
300	982
301	456
301	502
301	526
301	820
301	848
301	901
302	521
302	686
302	767
302	873
303	308
303	549
303	555
303	868
303	900
304	435
304	528
304	564
304	602
304	679
304	868
305	343
305	409
305	482
305	599
305	682
305	862
305	872
305	946
306	412
306	498
306	558
306	671
306	886
306	904
307	384
307	551
307	573
307	582
307	585
307	862
308	421
308	472
308	621
308	635
308	672
308	807
308	917
309	315
309	336
309	600
309	662
309	720
309	749
309	944
310	413
310	539
310	687
310	739
310	770
310	885
310	955
311	317
311	378
311	425
311	668
311	822
311	846
311	915
312	346
312	369
312	441
312	505
312	531
312	724
312	760
313	340
313	365
313	394
313	419
313	578
313	729
313	854
313	857
313	944
314	343
314	530
314	595
314	614
314	625
314	761
314	885
315	355
315	425
315	467
315	560
315	577
315	672
316	329
316	364
316	573
316	615
316	666
316	684
316	805
317	338
317	411
317	507
317	572
317	655
317	684
317	810
317	928
317	980
318	379
318	389
318	420
318	528
318	577
318	777
318	914
319	339
319	402
319	413
319	494
319	674
319	682
320	552
320	664
320	891
320	931
320	952
321	326
321	388
321	565
321	600
321	746
321	816
322	571
322	660
322	668
322	771
322	780
323	732
323	748
323	901
323	919
323	951
324	408
324	434
324	586
324	625
324	753
324	865
324	980
325	360
325	438
325	548
325	668
325	705
325	749
325	912
326	378
326	496
326	872
327	333
327	344
327	511
327	549
327	590
327	702
327	757
327	829
327	895
327	941
328	392
328	502
328	568
328	911
328	928
329	408
329	617
329	660
329	685
329	687
329	875
329	946
330	694
330	798
330	885
330	972
330	990
330	991
330	992
330	995
331	489
331	503
331	558
331	610
331	674
331	826
331	829
331	870
331	886
331	898
331	939
331	984
331	996
332	741
332	850
333	446
333	467
333	490
333	842
333	848
333	853
333	924
333	948
334	398
334	404
334	436
334	451
334	605
334	799
334	904
335	363
335	517
335	529
335	572
335	621
335	715
335	741
335	890
335	975
336	608
336	714
336	728
336	858
336	942
337	636
337	681
337	900
337	914
338	348
338	351
338	436
338	458
338	472
338	712
338	759
338	977
339	370
339	421
339	439
339	547
339	729
339	915
339	936
340	473
340	584
340	601
340	667
340	805
340	979
341	417
341	498
341	561
341	589
341	958
341	981
342	347
342	369
342	431
342	440
342	723
342	737
342	841
342	902
342	966
343	557
343	582
343	622
343	642
343	712
343	749
343	887
343	952
344	478
344	481
344	493
344	522
344	538
344	857
344	945
345	355
345	387
345	476
345	554
345	570
345	664
345	737
345	747
345	823
345	913
345	985
346	384
346	678
346	694
346	788
346	798
346	816
346	827
346	907
346	940
346	945
347	422
347	469
347	556
347	692
347	720
347	753
347	826
348	359
348	646
349	396
349	434
349	442
349	492
349	577
349	632
349	641
350	409
350	467
350	525
350	611
350	776
351	388
351	487
351	522
351	757
351	908
351	945
351	947
351	983
352	381
352	467
352	493
352	810
352	914
353	355
353	410
353	777
354	445
354	768
354	932
354	974
354	978
355	369
355	616
355	732
355	974
355	992
356	676
356	939
357	376
357	414
357	544
357	566
357	569
357	658
357	756
358	434
358	443
358	448
358	491
358	525
358	541
358	805
358	831
358	843
359	474
359	479
359	540
359	798
359	881
359	966
360	483
360	987
361	513
361	630
361	652
361	831
361	904
361	960
361	983
362	489
362	499
362	639
362	666
362	836
362	892
362	961
363	746
363	756
363	880
363	993
364	814
365	390
365	404
365	421
365	617
365	693
365	772
365	870
365	897
365	958
366	408
366	461
366	578
366	731
366	802
366	941
366	973
367	571
367	603
367	659
367	703
367	716
367	759
367	775
367	840
367	878
367	984
368	423
368	436
368	540
368	664
368	706
368	726
368	738
368	778
368	851
368	895
368	916
368	982
368	996
369	401
369	545
369	555
369	628
369	851
369	978
369	995
370	619
370	650
370	846
371	494
371	502
371	744
371	876
371	963
372	444
372	652
372	730
372	850
372	905
372	972
373	445
373	448
373	515
373	718
373	881
373	897
374	534
374	611
374	726
374	848
375	411
375	480
375	581
375	753
375	802
375	880
375	938
376	404
376	447
376	680
376	693
376	707
376	743
376	790
377	385
377	490
377	499
377	798
377	850
377	894
378	411
378	438
378	494
378	504
378	522
378	640
378	803
378	910
379	399
379	501
379	547
379	726
380	382
380	394
380	512
380	658
381	567
381	572
381	676
382	413
382	424
382	451
382	700
382	753
382	861
382	996
383	523
383	726
383	767
383	804
383	863
384	420
384	474
384	486
384	511
384	523
384	575
384	616
384	669
384	676
384	703
384	922
385	610
385	698
385	727
385	791
385	873
386	459
386	548
386	566
386	630
386	814
386	834
386	875
387	409
387	514
387	556
387	574
387	796
387	934
387	958
388	433
388	464
388	491
388	570
388	904
388	989
389	498
389	520
389	579
389	623
389	798
389	820
389	867
390	474
390	557
390	564
390	574
390	583
390	623
390	695
390	707
390	814
390	940
391	704
391	798
391	908
391	939
392	439
392	564
392	584
392	664
392	853
392	894
393	543
393	650
393	787
393	790
393	911
393	993
394	428
394	439
394	779
394	883
394	888
395	454
395	600
395	601
395	779
395	785
395	886
395	931
396	498
396	525
396	576
396	668
396	967
397	547
397	566
397	694
397	877
397	934
397	941
397	948
398	417
398	522
398	627
398	688
398	750
398	813
398	983
399	662
399	776
399	785
399	990
400	483
400	752
400	902
400	907
400	958
401	475
401	631
401	691
401	702
401	830
401	864
401	916
402	449
402	604
402	699
402	833
402	951
403	438
403	589
403	665
403	720
403	783
403	927
404	585
404	605
404	652
404	828
404	911
404	940
405	503
405	583
405	594
405	616
405	871
406	649
406	826
406	858
406	887
407	446
407	579
407	786
407	791
407	819
407	868
407	907
407	948
408	437
408	578
408	599
408	659
408	700
408	720
408	787
409	446
409	447
409	488
409	704
409	762
409	929
410	826
410	915
410	974
411	461
411	500
411	715
411	773
411	801
411	858
411	939
411	946
412	534
412	626
412	729
412	735
412	861
412	885
412	911
412	964
413	644
413	688
413	703
413	816
413	831
413	948
414	647
415	473
415	618
415	635
415	696
415	758
415	866
415	875
415	955
416	432
416	535
416	543
416	684
416	790
416	798
416	824
416	856
416	884
416	924
417	549
417	613
417	686
417	909
418	431
418	455
418	657
418	905
418	927
419	558
419	593
419	732
419	807
419	854
419	862
419	903
420	631
420	682
420	695
420	770
420	804
420	834
420	951
421	557
421	665
421	686
421	859
422	478
422	764
422	792
422	818
422	870
422	890
422	908
422	926
422	974
423	541
423	572
423	606
423	669
423	681
423	731
423	801
423	835
423	860
423	917
423	933
423	996
424	433
424	437
424	535
424	715
424	730
424	742
424	823
425	473
425	588
425	770
425	922
425	958
426	438
426	554
426	625
426	705
426	727
426	735
426	837
427	430
427	448
428	444
428	495
428	633
428	792
428	993
429	663
429	835
429	880
430	661
430	720
430	783
430	812
430	819
430	919
430	997
431	644
431	673
431	781
431	805
431	912
432	546
432	606
432	693
432	719
432	751
432	909
432	912
432	996
433	657
433	685
433	877
433	988
434	576
434	594
434	723
434	741
434	746
434	913
434	931
434	979
435	446
435	490
435	552
435	626
435	682
435	719
435	979
436	544
436	727
436	803
436	989
437	444
437	524
437	781
437	800
437	899
438	510
438	648
438	702
438	844
438	881
439	509
439	720
439	844
440	475
440	480
440	490
440	614
440	789
440	798
440	840
